"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.687184208,
"POL","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.882128647,
"POL","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.45427948,
"POL","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.629214201,
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.492566052,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.410949135,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.074416587,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.763973605,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-9.996215611,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2020-Q3",9.043062505,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.743386255,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-1.684226516,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2021-Q2",2.173700733,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.669530332,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2021-Q4",-0.347188837,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.197742042,"E"
"IDN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.269210748,
"IDN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",1.11578398,
"IDN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.993137006,
"IDN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.765689066,
"IDN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-6.349299624,
"IDN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",2.928083984,
"IDN","QGDP","TOT","PC_CHGPP","Q","2020-Q4",2.123457233,
"IDN","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.763336226,
"IDN","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.500252887,
"IDN","QGDP","TOT","PC_CHGPP","Q","2021-Q3",-0.76024005,
"IDN","QGDP","TOT","PC_CHGPP","Q","2021-Q4",3.12766756,
"IDN","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.888189339,
"LUX","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.69879513,
"LUX","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.383252538,
"LUX","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.159442997,
"LUX","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.101764071,
"LUX","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-6.225895555,
"LUX","QGDP","TOT","PC_CHGPP","Q","2020-Q3",7.998240166,
"LUX","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.537921425,
"LUX","QGDP","TOT","PC_CHGPP","Q","2021-Q1",3.752839284,"P"
"LUX","QGDP","TOT","PC_CHGPP","Q","2021-Q2",0.030523135,"P"
"LUX","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.480884204,"P"
"LUX","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.512538741,"P"
"ZAF","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.488060038,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.019313291,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.063450117,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2020-Q1",0.136212184,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-17.394100242,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2020-Q3",13.892531694,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2020-Q4",2.548716912,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.04085909,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.317869153,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2021-Q3",-1.727377087,
"ZAF","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.163438831,
"RUS","QGDP","TOT","PC_CHGPP","Q","2019-Q2",2.261719554,
"RUS","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.978355601,
"RUS","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.452487734,
"RUS","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.196323318,
"RUS","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-4.485002074,
"RUS","QGDP","TOT","PC_CHGPP","Q","2020-Q3",2.7780786,
"RUS","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.739743224,
"RUS","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.680789326,
"RUS","QGDP","TOT","PC_CHGPP","Q","2021-Q2",3.190933741,
"RUS","QGDP","TOT","PC_CHGPP","Q","2021-Q3",-0.794505895,
"PRT","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.56465027,
"PRT","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.46238778,
"PRT","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.824612023,
"PRT","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-4.414526004,"P"
"PRT","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-15.249695489,"P"
"PRT","QGDP","TOT","PC_CHGPP","Q","2020-Q3",14.672635056,"P"
"PRT","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.275105523,"P"
"PRT","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-2.928316715,"P"
"PRT","QGDP","TOT","PC_CHGPP","Q","2021-Q2",4.369087133,"P"
"PRT","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.721618901,"P"
"PRT","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.713169241,"P"
"PRT","QGDP","TOT","PC_CHGPP","Q","2022-Q1",2.6,
"ITA","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.314799195,
"ITA","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.022237144,
"ITA","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.792386006,
"ITA","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-5.924416633,
"ITA","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-12.64858611,
"ITA","QGDP","TOT","PC_CHGPP","Q","2020-Q3",16.102970393,
"ITA","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-1.571767851,
"ITA","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.305207624,
"ITA","QGDP","TOT","PC_CHGPP","Q","2021-Q2",2.65994705,
"ITA","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.492781926,
"ITA","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.670004369,
"ITA","QGDP","TOT","PC_CHGPP","Q","2022-Q1",-0.164189413,
"AUT","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.514093726,
"AUT","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.233056624,
"AUT","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.265868572,
"AUT","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-2.49838986,
"AUT","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-11.427458015,
"AUT","QGDP","TOT","PC_CHGPP","Q","2020-Q3",10.805799524,
"AUT","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-1.876945101,
"AUT","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-0.391694639,
"AUT","QGDP","TOT","PC_CHGPP","Q","2021-Q2",4.070778935,
"AUT","QGDP","TOT","PC_CHGPP","Q","2021-Q3",3.388102044,
"AUT","QGDP","TOT","PC_CHGPP","Q","2021-Q4",-1.45036255,
"AUT","QGDP","TOT","PC_CHGPP","Q","2022-Q1",2.540250896,
"IRL","QGDP","TOT","PC_CHGPP","Q","2019-Q2",2.261178118,
"IRL","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.184168053,
"IRL","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.481295686,
"IRL","QGDP","TOT","PC_CHGPP","Q","2020-Q1",2.829810888,
"IRL","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-3.037398121,
"IRL","QGDP","TOT","PC_CHGPP","Q","2020-Q3",9.81931481,
"IRL","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-4.232614619,
"IRL","QGDP","TOT","PC_CHGPP","Q","2021-Q1",9.734477049,
"IRL","QGDP","TOT","PC_CHGPP","Q","2021-Q2",4.622562358,
"IRL","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.239847098,
"IRL","QGDP","TOT","PC_CHGPP","Q","2021-Q4",-5.362431683,
"CHE","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.398251371,
"CHE","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.512095278,
"CHE","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.482954974,
"CHE","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.547314607,
"CHE","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-6.149299705,
"CHE","QGDP","TOT","PC_CHGPP","Q","2020-Q3",6.264850642,
"CHE","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.065441471,
"CHE","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-0.080763974,
"CHE","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.829214036,
"CHE","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.865713456,
"CHE","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.285262675,
"NZL","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.570339235,
"NZL","QGDP","TOT","PC_CHGPP","Q","2019-Q3",1.00059041,
"NZL","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.398424761,
"NZL","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.509231594,
"NZL","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-10.276913503,
"NZL","QGDP","TOT","PC_CHGPP","Q","2020-Q3",13.914415508,
"NZL","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.327250034,
"NZL","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.304135361,
"NZL","QGDP","TOT","PC_CHGPP","Q","2021-Q2",2.463143296,
"NZL","QGDP","TOT","PC_CHGPP","Q","2021-Q3",-3.554404755,
"NZL","QGDP","TOT","PC_CHGPP","Q","2021-Q4",3.005064372,
"CHN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.2,
"CHN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",1.4,
"CHN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.2,
"CHN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-10.3,
"CHN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",11.6,
"CHN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",3.4,
"CHN","QGDP","TOT","PC_CHGPP","Q","2020-Q4",2.5,
"CHN","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.5,
"CHN","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.2,
"CHN","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.7,
"CHN","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.5,
"CHN","QGDP","TOT","PC_CHGPP","Q","2022-Q1",1.3,
"CHL","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.008364934,
"CHL","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.162204028,
"CHL","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-3.927279446,
"CHL","QGDP","TOT","PC_CHGPP","Q","2020-Q1",2.273695167,
"CHL","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-12.846923758,
"CHL","QGDP","TOT","PC_CHGPP","Q","2020-Q3",5.255671677,
"CHL","QGDP","TOT","PC_CHGPP","Q","2020-Q4",6.693044096,
"CHL","QGDP","TOT","PC_CHGPP","Q","2021-Q1",3.742309518,
"CHL","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.501879241,
"CHL","QGDP","TOT","PC_CHGPP","Q","2021-Q3",4.331575217,
"CHL","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.702786393,
"CHL","QGDP","TOT","PC_CHGPP","Q","2022-Q1",-0.762510553,
"SWE","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.532896326,
"SWE","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.177001469,
"SWE","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.105454537,
"SWE","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.725528771,
"SWE","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-7.840666345,
"SWE","QGDP","TOT","PC_CHGPP","Q","2020-Q3",6.90377613,
"SWE","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.048423851,
"SWE","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.568213016,
"SWE","QGDP","TOT","PC_CHGPP","Q","2021-Q2",0.714032352,
"SWE","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.734991149,
"SWE","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.976606833,
"SWE","QGDP","TOT","PC_CHGPP","Q","2022-Q1",-0.425856796,
"FRA","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.604099134,
"FRA","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.011971808,
"FRA","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.400152537,
"FRA","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-5.647477753,
"FRA","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-13.44314559,
"FRA","QGDP","TOT","PC_CHGPP","Q","2020-Q3",18.555378962,
"FRA","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-1.118046566,
"FRA","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.156198162,
"FRA","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.460529708,
"FRA","QGDP","TOT","PC_CHGPP","Q","2021-Q3",3.017719839,
"FRA","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.77978186,
"FRA","QGDP","TOT","PC_CHGPP","Q","2022-Q1",-0.0472544,
"GRC","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.054627484,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.094569359,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.287310049,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.975613338,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-13.447238182,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2020-Q3",5.362029979,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2020-Q4",3.938052161,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2021-Q1",4.070660413,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.007619104,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.984454179,"P"
"GRC","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.423738482,"P"
"OECDE","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.456369,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.292999,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.147166,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-2.70181,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-12.098933,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2020-Q3",12.704978,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.138867,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.107272,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2021-Q2",2.474952,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.093507,
"OECDE","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.732844,
"G-7","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.525127,
"G-7","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.433622,
"G-7","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.202457,
"G-7","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.882507,
"G-7","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-10.380035,
"G-7","QGDP","TOT","PC_CHGPP","Q","2020-Q3",9.462539,
"G-7","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.889392,
"G-7","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.54259,
"G-7","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.787459,
"G-7","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.892532,
"G-7","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.201572,
"G-7","QGDP","TOT","PC_CHGPP","Q","2022-Q1",-0.098723,
"G-20","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.83291,
"G-20","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.63802,
"G-20","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.24298,
"G-20","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-3.265,
"G-20","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-6.77074,
"G-20","QGDP","TOT","PC_CHGPP","Q","2020-Q3",8.60709,
"G-20","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.66819,
"G-20","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.73873,
"G-20","QGDP","TOT","PC_CHGPP","Q","2021-Q2",0.51299,
"G-20","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.89237,
"G-20","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.3,
"COL","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.383684555,
"COL","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.855744306,
"COL","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.143023338,
"COL","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.36350836,
"COL","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-15.97281839,
"COL","QGDP","TOT","PC_CHGPP","Q","2020-Q3",10.345606886,
"COL","QGDP","TOT","PC_CHGPP","Q","2020-Q4",5.398729147,
"COL","QGDP","TOT","PC_CHGPP","Q","2021-Q1",3.503680706,
"COL","QGDP","TOT","PC_CHGPP","Q","2021-Q2",-1.796005171,
"COL","QGDP","TOT","PC_CHGPP","Q","2021-Q3",6.362818231,
"COL","QGDP","TOT","PC_CHGPP","Q","2021-Q4",2.522532219,
"COL","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.995844392,
"EA19","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.206326,
"EA19","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.240767,
"EA19","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.063119,
"EA19","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-3.524265,
"EA19","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-11.627494,
"EA19","QGDP","TOT","PC_CHGPP","Q","2020-Q3",12.644217,
"EA19","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.319609,
"EA19","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-0.097919,
"EA19","QGDP","TOT","PC_CHGPP","Q","2021-Q2",2.205448,
"EA19","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.247616,
"EA19","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.290929,
"EA19","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.268023,
"LTU","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.180717847,
"LTU","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.39781136,
"LTU","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.28934673,
"LTU","QGDP","TOT","PC_CHGPP","Q","2020-Q1",0.731637358,
"LTU","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-5.863753898,
"LTU","QGDP","TOT","PC_CHGPP","Q","2020-Q3",3.881609919,
"LTU","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.555403556,
"LTU","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.707463939,
"LTU","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.201907014,
"LTU","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.720526528,
"LTU","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.253801518,
"LTU","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.895662508,
"SAU","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.701172475,
"SAU","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.185022973,
"SAU","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.308913382,
"SAU","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.332821346,
"SAU","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-4.848610902,
"SAU","QGDP","TOT","PC_CHGPP","Q","2020-Q3",0.749804648,
"SAU","QGDP","TOT","PC_CHGPP","Q","2020-Q4",2.077436621,
"SAU","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-1.126194097,
"SAU","QGDP","TOT","PC_CHGPP","Q","2021-Q2",0.220955997,
"SAU","QGDP","TOT","PC_CHGPP","Q","2021-Q3",5.680977147,
"SAU","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.578321209,
"BGR","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.263303288,"P"
"BGR","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.64248549,"P"
"BGR","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.270361487,"P"
"BGR","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.206196882,"P"
"BGR","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-7.324061841,"P"
"BGR","QGDP","TOT","PC_CHGPP","Q","2020-Q3",3.094999657,"P"
"BGR","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.406824741,"P"
"BGR","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.786830185,"P"
"BGR","QGDP","TOT","PC_CHGPP","Q","2021-Q2",0.915052536,"P"
"BGR","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.837532665,"P"
"BGR","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.044856902,"P"
"ROU","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.704679497,
"ROU","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.03924881,
"ROU","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.283028891,
"ROU","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.403374234,"P"
"ROU","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-10.584244762,"P"
"ROU","QGDP","TOT","PC_CHGPP","Q","2020-Q3",4.840929782,"P"
"ROU","QGDP","TOT","PC_CHGPP","Q","2020-Q4",5.5036265,"P"
"ROU","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.052546112,"P"
"ROU","QGDP","TOT","PC_CHGPP","Q","2021-Q2",3.258457077,"P"
"ROU","QGDP","TOT","PC_CHGPP","Q","2021-Q3",-2.893056986,"P"
"ROU","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.018109387,"P"
"ROU","QGDP","TOT","PC_CHGPP","Q","2022-Q1",5.187609558,"P"
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.272754,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.287672,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.01394,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-3.097916,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-11.215094,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2020-Q3",11.745185,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.167955,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.095464,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2021-Q2",2.107089,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.152449,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.456739,
"EU27_2020","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.43855,
"CRI","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.208692241,
"CRI","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.359166654,
"CRI","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.67214128,
"CRI","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.609159039,
"CRI","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-8.132380924,
"CRI","QGDP","TOT","PC_CHGPP","Q","2020-Q3",1.398586087,
"CRI","QGDP","TOT","PC_CHGPP","Q","2020-Q4",4.310902423,
"CRI","QGDP","TOT","PC_CHGPP","Q","2021-Q1",2.745223565,
"CRI","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.462625103,
"CRI","QGDP","TOT","PC_CHGPP","Q","2021-Q3",3.560491229,
"CRI","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.026251868,
"CRI","QGDP","TOT","PC_CHGPP","Q","2022-Q1",-0.458981398,
